,date,code,weight
5,2016-04-29,600823.SH,0.11588338951624559
6,2016-04-29,600657.SH,0.050620443243961644
7,2016-04-29,000931.SZ,0.03337522914958525
8,2016-04-29,000402.SZ,0.15481305951336544
9,2016-04-29,000088.SZ,0.07333351509361692
10,2016-04-29,000572.SZ,0.04669906924096446
11,2016-04-29,000616.SZ,0.04127684303642448
12,2016-04-29,600743.SH,0.05247120072511964
13,2016-04-29,600059.SH,0.04037634992817918
14,2016-04-29,002277.SZ,0.0333490017154804
0,2016-05-31,002419.SZ,0.08248672225485326
1,2016-05-31,600729.SH,0.06772968321503689
2,2016-05-31,600859.SH,0.07031728578712244
3,2016-05-31,600418.SH,0.10254262690780344
4,2016-05-31,600657.SH,0.04760379961399811
5,2016-05-31,002317.SZ,0.0494756378196228
6,2016-05-31,600315.SH,0.11470347839484857
7,2016-05-31,600086.SH,0.07122853061697416
8,2016-05-31,000650.SZ,0.05504586060606591
9,2016-05-31,000667.SZ,0.05466404962977536
10,2016-05-31,000501.SZ,0.05508820041754203
11,2016-05-31,600694.SH,0.06699660055525987
12,2016-05-31,000417.SZ,0.034840651031241524
13,2016-05-31,600826.SH,0.06334434969420892
14,2016-05-31,002267.SZ,0.06393252345564675
0,2016-06-30,600657.SH,0.05797280251133582
1,2016-06-30,600859.SH,0.06156521301044901
2,2016-06-30,600757.SH,0.0655740185940985
3,2016-06-30,600970.SH,0.07077814172642805
4,2016-06-30,600826.SH,0.06982808634023932
5,2016-06-30,600004.SH,0.08854278639666849
6,2016-06-30,600064.SH,0.07245284876332785
7,2016-06-30,000501.SZ,0.05817458173803303
8,2016-06-30,600694.SH,0.07084999811571673
9,2016-06-30,600894.SH,0.0658307951210064
10,2016-06-30,000919.SZ,0.037826554300215795
11,2016-06-30,600835.SH,0.10890141359656388
12,2016-06-30,000900.SZ,0.0368515462708345
13,2016-06-30,600823.SH,0.09823573799230671
14,2016-06-30,000652.SZ,0.036615475522775984
0,2016-07-29,600657.SH,0.055484080307626416
1,2016-07-29,600757.SH,0.07295826173523022
2,2016-07-29,600859.SH,0.05921368565855255
3,2016-07-29,002267.SZ,0.06791116440874762
